Key;English;;;;;;;;;;;;;
intern_levantine_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the people from Greece and the South Caucasus - that is, the Greeks, Armenians, Georgians and Assyrians- from the rest of the population. In the execution of this, first of all, is the seizing of the Greco-Caucasian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Greco-Caucasians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Greco-Caucasian self-government with Greco-Caucasian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_native_american_title;Article 3: Native American Internment;;;;;;;;;;;;;
intern_native_american_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Native Americans - that is, the Mayas, Nahua, Quechua, Guarani, Aymara, Amazonians, Patagonians, Tupinamba, Metis, Dakota, Cherokees, Pueblo, Inuit, Cree, Navajo and other minor Native American groups- from the rest of the population. In the execution of this, first of all, is the seizing of the Native American population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Native Americans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Native American self-government with Native American officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 1 point to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_neo_european_cultures_title;Article 3: European Diaspora Internment;;;;;;;;;;;;;
intern_neo_european_cultures_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the European diaspora - that is, the Boers, Australians, Anglo-Canadians, French-Canadians and Alaskan - from the rest of the population. In the execution of this, first of all, is the seizing of the European diaspora population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the European diaspora are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own European diaspora self-government with European diaspora officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.";;;;;;;;;;;;;
intern_american_cultures_title;Article 3: American Internment;;;;;;;;;;;;;
intern_american_cultures_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Americans - that is, the Yankees, Dixies and Texans - from the rest of the population. In the execution of this, first of all, is the seizing of the American population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Americans are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own American self-government with American officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_oceanic_title;Article 3: Pacific Islander Internment;;;;;;;;;;;;;
intern_oceanic_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Pacific Islanders - that is, the Polynesians, Hawaiians, Maori, Aborigines, Melanesians and Micronesians - from the rest of the population. In the execution of this, first of all, is the seizing of the Pacific Islander population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Pacific Islanders are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Pacific Islander self-government with Pacific Islander officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 1 point to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_polish_culture_group_title;Article 3: Western Slavic Internment;;;;;;;;;;;;;
intern_polish_culture_group_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the West Slavs - that is, the Polish and Wends - from the rest of the population. In the execution of this, first of all, is the seizing of the Western Slavic population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Western Slavic's are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Western Slavic self-government with Western Slavic officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_pan_romanian_title;Article 3: Romanian Internment;;;;;;;;;;;;;
intern_pan_romanian_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Romanians from the rest of the population. In the execution of this, first of all, is the seizing of the Romanian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Romanians are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Romanian self-government with Romanian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_scandinavian_title;Article 3: Scandinavian Internment;;;;;;;;;;;;;
intern_scandinavian_desc;"The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Scandinavians - that is, the Swedish, Danish, Norwegians, Icelanders, Finnish and Sami - from the rest of the population. In the execution of this, first of all, is the seizing of the Scandinavian population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Scandinavian are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own Scandinavian self-government with Scandinavian officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police."\n\nAdds 3 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
